sal_avg_lc2vs0_iate,olf_x0
-17387.94811452011,66.0
-18161.20326490917,9.0
-36108.05734563494,38.0
-23651.88490154987,39.0
-19217.715673760566,18.0
-30144.251639457056,56.0
-31577.963400687935,70.0
-26049.49636838674,14.0
-28214.16431562641,25.0
-28918.994502538517,68.0
-42603.204239056824,33.0
-36758.5678909507,51.0
-22122.735690842143,27.0
-21666.513423575285,55.0
-31238.76366226367,42.0
-21407.823087434135,11.0
-23804.066631034468,38.0
-22708.806657687037,27.0
-22685.873086798678,36.0
-30874.068203289058,22.0
-24931.863280914895,22.0
-27162.178044365064,22.0
-28943.8060108853,59.0
-21933.616055994076,8.0
-21658.21729618468,9.0
-18963.5336324145,61.0
-24310.040986156037,54.0
-38399.50622329384,52.0
-31601.821185947258,70.0
-35033.68645628836,37.0
-23584.028342968333,10.0
-17822.24497238582,58.0
-31501.09916399777,70.0
-27408.54897096527,4.0
-22975.54416468129,57.0
-23289.058759026728,58.0
-30719.708495841638,31.0
-34888.41128622063,68.0
-23428.91491095018,20.0
-25694.763834715144,68.0
-27932.88097010181,34.0
-22836.8575740362,49.0
-17968.85711399164,31.0
-34701.869021036815,41.0
-38633.518090861035,40.0
-35627.805434710936,62.0
-30920.858941740313,41.0
-22770.308865975752,70.0
-36876.294652413104,66.0
-41501.626217208315,21.0
-28836.28143305805,12.0
-29048.824946213943,30.0
-22157.704983359832,60.0
-20271.478177185265,25.0
-38501.964964443025,32.0
-28119.44200813935,6.0
-29789.83315907941,21.0
-18565.869995698362,19.0
-24494.518365259097,27.0
-33029.27031894348,45.0
-30483.038245688924,55.0
-35104.85422344979,15.0
-22131.61512191227,42.0
-19225.976469664136,50.0
-41103.49423955637,14.0
-22766.8636344159,5.0
-20040.71947489111,28.0
-25943.69149660143,47.0
-17635.510871612645,65.0
-20493.69446445263,34.0
-21302.531917102515,19.0
-24655.005337459475,31.0
-24445.52127557265,49.0
-19363.85571127524,12.0
-29146.923609192505,42.0
-30216.514171684765,27.0
-21758.253975425352,58.0
-29735.727530975357,22.0
-24858.33761228384,79.0
-35867.37256717606,32.0
-18262.008368877036,60.0
-16139.910221788676,84.0
-31605.647805042645,28.0
-22144.487363767137,49.0
-38890.71757817064,35.0
-18612.680771977073,77.0
-16374.511471455964,68.0
-26277.173936232415,42.0
-31433.141106036117,64.0
-23548.99629357411,40.0
-26865.181069151055,50.0
-39839.312839867125,19.0
-29501.833775544408,53.0
-23697.08594432381,38.0
-20845.226223255453,38.0
-25403.330134209937,31.0
-34670.67594736368,47.0
-34016.18128339997,32.0
-28043.33372077734,43.0
-26866.089388198066,1.0
-28787.379508303464,54.0
-21275.000242816477,17.0
-19923.38482983766,43.0
-21013.98779916163,34.0
-42845.4757215731,45.0
-30404.88414585812,29.0
-25022.09672630406,3.0
-23147.255389948154,79.0
-31479.921835874826,65.0
-38977.111490109746,32.0
-34205.61805452246,52.0
-39173.53612147294,48.0
-22297.791668836773,52.0
-17269.678386231906,41.0
-35443.961694369806,51.0
-30218.70849538856,57.0
-18408.00233018664,36.0
-36964.87541579312,79.0
-31340.567834516038,7.0
-30784.98300938169,61.0
-31246.730826437648,55.0
-28678.52537074477,33.0
-38530.005683884374,19.0
-40900.6772284109,15.0
-19934.68819819455,40.0
-25154.603176991382,34.0
-32120.56579547027,6.0
-21219.925530097986,26.0
-24513.726374020895,60.0
-25288.799134974342,29.0
-22277.444688109925,27.0
-37993.163529961734,62.0
-23556.84072176269,38.0
-19014.59873471325,56.0
-30509.30159729559,23.0
-20916.327890317378,78.0
-26302.486299540607,65.0
-29690.78778727319,22.0
-24974.848899291967,21.0
-28577.60895592763,17.0
-22648.363139077133,77.0
-35947.248049863876,22.0
-40969.22673630521,8.0
-30725.147264633306,34.0
-35211.5098661215,49.0
-19797.151662176464,64.0
-23456.518520723508,63.0
-34609.76113477477,55.0
-16539.143103032355,52.0
-24909.01330628914,41.0
-39796.81028182036,53.0
-25363.844812929983,39.0
-39854.72197593785,23.0
-28354.787971546095,62.0
-27147.251310044783,44.0
-34325.56746528517,35.0
-38068.3589191129,38.0
-23391.26045273173,70.0
-40201.54712659554,53.0
-18245.34825961903,43.0
-19267.659345860186,32.0
-31008.59235693377,63.0
-35086.440324717056,62.0
-22413.747356808806,21.0
-27466.157864919885,15.0
-18142.294569213456,51.0
-30407.866959877774,5.0
-39239.10791007492,56.0
-22114.174533058525,44.0
-18265.806180417647,71.0
-19941.942633597737,40.0
-16338.234413896895,80.0
-33802.613467660005,52.0
-29248.42214641256,10.0
-32237.48700984419,33.0
-26394.704773967624,26.0
-28705.18301717296,41.0
-39118.75996342718,23.0
-19045.984179054125,32.0
-32393.430622614607,25.0
-39962.07709189638,8.0
-21612.526741582784,35.0
-36878.36733928176,46.0
-18277.981026997786,57.0
-23741.26152824027,18.0
-30980.93613575044,54.0
-21793.226488894474,58.0
-30315.73323655658,24.0
-37102.75822280525,74.0
-27728.502619993422,38.0
-27446.99404933458,24.0
-28559.79679406965,23.0
-36047.33985149229,68.0
-28954.28267164318,13.0
-33206.27498563209,29.0
-28666.5412155834,9.0
-34543.93916074902,45.0
-38802.50459005082,9.0
-32592.717713884573,18.0
-24172.052703328292,50.0
-18165.929098888333,25.0
-26306.12833062684,23.0
-38861.594794568184,4.0
-26639.43145969833,33.0
-22568.115112327956,20.0
-20336.033696128048,29.0
-28622.072255650724,57.0
-31241.557755456997,7.0
-27985.852347035674,9.0
-32074.6473514591,17.0
-22740.277592532857,89.0
-37386.498707082006,30.0
-22970.92372931746,43.0
-36359.76234638687,8.0
-20654.25697597749,34.0
-29807.392014850833,44.0
-20430.04127525045,40.0
-34519.373422992954,36.0
-36466.06113298844,65.0
-22584.988467609597,59.0
-36109.16380812746,46.0
-21119.392390906785,53.0
-23303.248340207945,18.0
-19135.065803641995,37.0
-29897.813668330164,54.0
-24992.49241387582,52.0
-21809.93131942232,54.0
-23905.037387100354,36.0
-24087.735871496578,39.0
-22930.732738764018,1.0
-26988.745752181174,25.0
-20673.8286590453,10.0
-33619.163881964276,33.0
-34831.87920337352,69.0
-36193.15425625718,30.0
-22633.06558513059,63.0
-37102.12738901365,34.0
-24631.615125692777,14.0
-24725.135394729114,32.0
-30082.542598222135,23.0
-28381.927360809863,45.0
-31952.39295697597,38.0
-32252.78577494235,22.0
-19636.943699368414,71.0
-25923.308061807526,64.0
-21213.790162481455,26.0
-24607.150530999053,11.0
-32535.531454209013,47.0
-19164.145319293573,14.0
-18365.443717999067,59.0
-33396.39667929041,51.0
-31974.828926658793,41.0
-24872.99284391182,27.0
-21705.33936737678,12.0
-36655.455482685866,52.0
-34082.79053540535,28.0
-29748.929985463226,10.0
-17928.19216172867,51.0
-28137.6304733667,59.0
-18240.777808392835,64.0
-24521.230625937627,62.0
-26108.71581056834,58.0
-31797.54140152628,31.0
-33811.4705324416,59.0
-20846.63762175331,19.0
-21833.138090597855,49.0
-29600.715155264767,28.0
-32596.20009628882,12.0
-23250.14436908534,24.0
-24560.674427008045,40.0
-32712.95422116296,31.0
-30842.717692691585,65.0
-31481.742257015474,18.0
-22982.272618532563,57.0
-20074.373125468614,68.0
-32678.627103277453,29.0
-28182.347415535747,24.0
-31728.88611162998,35.0
-24288.60742686874,74.0
-37032.67685320778,59.0
-36871.743935291175,38.0
-33381.02138683127,19.0
-18378.734470686544,66.0
-16571.197660645004,53.0
-35678.1088468205,2.0
-34696.81852027913,32.0
-23804.059302866655,77.0
-39395.939580653714,28.0
-21605.32211785829,58.0
-20317.247647147302,46.0
-35859.63593794096,36.0
-22547.058432206883,49.0
-22462.492003771033,3.0
-38686.649521391184,35.0
-35830.134468227654,46.0
-21651.562448734006,55.0
-40929.46222665558,55.0
-35319.66326051067,72.0
-31003.576768315892,27.0
-38015.566697106115,32.0
-38306.16918117812,6.0
-31847.507928924013,39.0
-24394.379670633556,50.0
-20619.762073009948,18.0
-19378.640979801236,56.0
-35002.13169412817,64.0
-22736.953472074776,33.0
-25972.090841498753,55.0
-21326.898534164295,59.0
-29503.32646469926,9.0
-18665.653036656026,64.0
-34255.613999892696,14.0
-16464.151591779428,79.0
-36534.15117497419,13.0
-19639.60748009244,32.0
-37344.645056837355,26.0
-24409.05199169486,35.0
-21885.872439768398,55.0
-31074.886245366768,61.0
-22242.976604630578,63.0
-40467.99511758862,46.0
-17147.87602498828,60.0
-28560.45449135761,46.0
-19315.450269324258,18.0
-20319.144640086735,10.0
-19746.777313531264,4.0
-28108.487140533616,23.0
-36202.622097051564,11.0
-31694.60558875487,28.0
-21087.219660500054,20.0
-30285.452290192814,25.0
-34793.98415895442,32.0
-16321.106207702345,25.0
-30770.39325677832,32.0
-29517.117068239844,38.0
-31608.42350706651,63.0
-20575.59844035767,57.0
-35526.2476828254,33.0
-23914.02719622372,33.0
-39689.996517340864,43.0
-32001.879548319695,50.0
-25938.536280775596,5.0
-36276.183969150974,82.0
-17374.898012595288,31.0
-35435.77551168203,12.0
-35096.31577924734,53.0
-21456.250560375796,52.0
-26612.99738463288,23.0
-18471.059158765012,37.0
-36744.14801812808,36.0
-31821.222001883125,26.0
-40008.269390066765,32.0
-20301.020255977517,45.0
-23331.217004294747,57.0
-25334.28440496673,59.0
-31076.349760188124,16.0
-20349.49446401979,53.0
-29812.0338462472,22.0
-26738.929440371285,68.0
-29978.135735803793,43.0
-23244.648641960543,40.0
-34943.729521851186,29.0
-21575.112439009852,21.0
-29624.328839185197,42.0
-34779.515106843595,34.0
-17843.02417741506,57.0
-38744.91132458681,46.0
-33335.53478173065,17.0
-33381.147138187815,42.0
-18619.76847887341,25.0
-29638.034281012835,60.0
-18755.736866719773,39.0
-31916.82684984048,51.0
-18298.671079178843,59.0
-26677.410575098205,16.0
-16315.870886913724,29.0
-25017.89107653708,52.0
-40511.01112957507,17.0
-34564.42301168477,2.0
-16201.692257649513,42.0
-36078.23543908293,13.0
-38149.07335197431,46.0
-23946.656934204955,2.0
-32139.11402444545,41.0
-31597.764500930014,66.0
-22975.12791705908,35.0
-30161.029388167524,61.0
-21222.918254026536,36.0
-18990.695216718945,34.0
-22299.842436313596,19.0
-35157.39946833735,23.0
-25541.81911467886,73.0
-25444.0077297467,17.0
-20154.370213957573,29.0
-39803.415017994084,64.0
-19878.182584313476,4.0
-28229.6553310546,13.0
-29557.273515680994,37.0
-36037.222056326165,8.0
-17497.342544627194,52.0
-29406.44625749191,59.0
-39791.169528527374,10.0
-24747.385153438165,10.0
-27572.061024032588,36.0
-18435.363649345454,55.0
-44433.63968706898,44.0
-34888.196292473214,40.0
-37311.89561513465,83.0
-34985.13903790407,34.0
-32084.777070382486,43.0
-39814.73994293386,32.0
-26806.325287538533,23.0
-25431.210633681963,17.0
-31346.50047711045,53.0
-36343.75583076557,29.0
-29321.610819842288,4.0
-39487.123402315,52.0
-40474.535999894826,27.0
-35408.535709947224,27.0
-34930.43494599238,34.0
-42252.56617412954,56.0
-30212.84921744804,21.0
-30563.36858793864,32.0
-22255.148086063025,65.0
-22209.552190215123,66.0
-36074.08750090592,43.0
-37760.359168967625,43.0
-36680.06377326112,53.0
-23239.281111430166,11.0
-34098.80507421246,4.0
-27504.803157944716,27.0
-24605.499056082164,59.0
-35492.99403514768,68.0
-22604.903369822336,67.0
-17872.033265542883,30.0
-20725.03538637592,36.0
-35349.13895399844,13.0
-29154.509384395715,35.0
-31651.055875195423,13.0
-25901.494662261917,43.0
-28866.858477274087,55.0
-23453.425864158224,20.0
-33734.84900473716,68.0
-29972.484988359327,32.0
-17813.90629627156,35.0
-24533.479302199925,72.0
-35216.61520054814,0.0
-37552.182021140405,42.0
-28345.647712991544,18.0
-35191.330826853475,21.0
-23249.75888172727,83.0
-32974.758130550166,15.0
-40733.98836828962,11.0
-17786.634250212417,59.0
-34667.1044900502,52.0
-23484.48236256854,30.0
-35006.48627028102,28.0
-33107.45661395654,47.0
-23164.497885577814,49.0
-19626.38834478504,32.0
-23345.63027108731,50.0
-30770.270093528216,44.0
-31576.285260729044,11.0
-25470.68768433939,23.0
-18428.137643840695,66.0
-16740.26668410397,64.0
-33980.546099211584,40.0
-31874.628021879245,42.0
-29176.24062407641,59.0
-19727.075679574547,37.0
-33034.62145044634,9.0
-21677.823257146636,25.0
-18019.668411330695,42.0
-23757.201833700303,44.0
-30203.595305734227,21.0
-30872.23338303365,29.0
-20477.254848526663,31.0
-34757.34975066341,48.0
-27493.149198313648,59.0
-25565.710066189687,22.0
-23527.972624917427,51.0
-36997.7206346982,19.0
-34078.390623193154,57.0
-25288.736038704657,53.0
-34357.907006393565,39.0
-27782.600672734265,15.0
-32407.579398826092,33.0
-24077.336011988198,53.0
-38258.500482837066,10.0
-24179.778612191796,45.0
-25332.688911517434,35.0
-31536.13573209342,46.0
-22058.51445996087,41.0
-29358.048213248738,20.0
-34772.63636723249,11.0
-20026.539965201235,24.0
-26115.152308624733,48.0
-18059.297199681598,3.0
-42292.7719904628,38.0
-33961.12176709957,25.0
-37790.16331157158,29.0
-23268.065346530282,20.0
-31674.816425829173,67.0
-18502.159884472254,64.0
-27609.687884900795,1.0
-23291.706836133744,39.0
-17536.894022596618,24.0
-34792.745594917935,60.0
-26899.256120411552,31.0
-41402.05630140498,40.0
-37012.84333229778,5.0
-23505.85690163716,52.0
-40733.53001587813,30.0
-16744.693678999134,55.0
-20422.28942668176,86.0
-39032.62981484998,52.0
-40182.60205559926,40.0
-22418.942896348846,60.0
-29808.5527033834,37.0
-20841.141766103578,25.0
-32892.015520288296,31.0
-17526.1320116252,27.0
-34464.70594829251,47.0
-32383.685168909105,59.0
-18195.203240389812,34.0
-35125.08726088211,3.0
-27470.01329957952,44.0
-35025.60547517699,39.0
-36146.512635451174,43.0
-23446.67339190581,55.0
-24285.245132081545,44.0
-21668.541080526615,82.0
-18573.022939628812,14.0
-39748.99751301385,12.0
-37195.5801552224,87.0
-17389.25155478131,67.0
-19579.1739669997,35.0
-21323.773328497893,71.0
-19868.104179114987,37.0
-34477.171430417555,22.0
-35285.2109685757,30.0
-28366.16745685748,21.0
-41040.70539968033,36.0
-24483.707718203954,36.0
-27576.571785947846,2.0
-16666.28164018104,14.0
-23248.682464960613,34.0
-35056.13150781895,54.0
-34871.25617882771,13.0
-20806.582025207572,81.0
-34818.49085777044,57.0
-19551.68921226714,52.0
-27810.490971541272,58.0
-33269.7256417335,38.0
-41757.2553107273,54.0
-28454.176988266743,51.0
-23937.70532761632,42.0
-29749.199275746574,20.0
-27069.449995614963,49.0
-23812.358284593152,51.0
-18886.575322241322,43.0
-24071.16455486595,41.0
-29174.019972277834,48.0
-34794.01241295952,33.0
-24845.84207208245,9.0
-21920.704230334562,46.0
-31588.63414071242,56.0
-32046.298441894876,33.0
-18464.95102090839,41.0
-37574.61510759794,52.0
-24491.774571520556,52.0
-19529.59969397064,57.0
-30175.521632404136,49.0
-22831.962027212434,32.0
-18397.07105643553,48.0
-29326.91863360719,49.0
-20649.01694257732,46.0
-23495.890328104542,25.0
-20500.730564605412,29.0
-19428.44953819059,55.0
-15922.903143877993,34.0
-40904.67966991219,2.0
-19359.59838108944,33.0
-16257.301174835933,47.0
-18776.136305202654,23.0
-23035.584671021334,17.0
-42358.06946908621,22.0
-37059.199153978334,43.0
-17401.2727845811,52.0
-19129.15961172589,43.0
-34816.07119423883,28.0
-21860.416104291526,27.0
-17243.953253018903,24.0
-31181.585170628787,33.0
-31770.053499239002,3.0
-22816.40959120825,24.0
-22188.902644007263,46.0
-23791.21014669103,48.0
-33285.21368441743,52.0
-39678.76239283879,2.0
-30078.907465185574,24.0
-35415.55786917465,72.0
-23354.274904409627,57.0
-27331.106328218426,41.0
-29984.502090085985,38.0
-37693.000445001584,68.0
-28303.93663016938,56.0
-37139.24709649379,50.0
-32308.412254475308,81.0
-22181.278456282387,35.0
-17265.44162247463,56.0
-20116.257233960187,21.0
-31006.881336062244,37.0
-31964.38611000147,32.0
-25761.269110876743,51.0
-25589.998929179343,33.0
-39916.69916825999,47.0
-39629.23920351948,9.0
-31289.928911552815,15.0
-31642.10670166178,3.0
-35217.87133157415,27.0
-26023.77106710973,37.0
-34557.861337232054,59.0
-40174.06723826491,26.0
-28686.397052348217,29.0
-39875.32355697294,15.0
-24931.08053160687,13.0
-35510.10682371342,43.0
-24189.48417497288,37.0
-27191.74365841973,70.0
-25265.663632502266,14.0
-31504.41703985229,24.0
-22777.19638588758,64.0
-38078.06402314671,20.0
-21133.093901119595,20.0
-19016.68018597622,4.0
-23714.68223909806,48.0
-28523.799081562654,47.0
-24243.578935762947,56.0
-20723.923619774167,51.0
-24162.23809783618,37.0
-33097.74888356121,16.0
-38453.20364884213,45.0
-21798.9005038081,45.0
-18878.917225765155,67.0
-24226.562306295873,74.0
-32790.06039228955,52.0
-23335.746224063434,66.0
-20521.494507606887,47.0
-21674.806057784703,20.0
-35811.924895125776,28.0
-32876.73802219553,51.0
-28874.308324134527,46.0
-22141.11509939721,12.0
-26151.88501686789,28.0
-18209.328257500005,52.0
-44273.17528984463,53.0
-38398.42422612129,41.0
-24306.5862061682,39.0
-23808.757293796734,46.0
-36740.84579201091,32.0
-28824.29791805482,45.0
-40456.73251405302,8.0
-27802.91504380131,33.0
-29186.546255479057,65.0
-27261.25492849048,49.0
-24687.943595999026,31.0
-29504.739239143768,60.0
-30990.119235319115,26.0
-25720.612492231594,21.0
-38887.93250893908,21.0
-35100.6123861329,19.0
-36920.42112979157,31.0
-21326.68625961895,65.0
-23454.002990553425,55.0
-37469.14685822815,42.0
-33619.02550308802,55.0
-18692.29516213449,32.0
-33845.07320604456,48.0
-30832.450839290283,59.0
-19310.196643864314,41.0
-30211.730210937032,13.0
-25264.016917531575,62.0
-38974.483184653436,16.0
-28837.890912338073,2.0
-26289.335101560962,37.0
-40534.31837502145,1.0
-29720.89787404305,19.0
-24422.551362086913,41.0
-25536.411433023008,56.0
-37056.56105182643,55.0
-35235.31460771699,59.0
-36887.6583307829,38.0
-16475.576477070997,61.0
-22522.419102758322,46.0
-18583.410212806735,42.0
-23651.144317826514,22.0
-24841.12903176504,35.0
-16736.23461283095,59.0
-23589.867359335258,20.0
-35308.40814473838,58.0
-32261.63336432555,34.0
-18115.46643979505,38.0
-24992.47098627506,48.0
-22065.10494206202,44.0
-32678.015249490705,16.0
-30378.879050302297,76.0
-30046.446567524286,58.0
-25152.265451197298,18.0
-29394.563587734272,28.0
-28524.227811201272,14.0
-31608.50307467283,7.0
-35551.31127164094,10.0
-22716.17607441174,53.0
-32492.809674282358,44.0
-25960.683169161603,30.0
-24376.434890433324,47.0
-33639.91457274956,40.0
-41084.8587955695,37.0
-21807.478734777575,64.0
-37958.60444205893,23.0
-38264.33462025825,11.0
-24922.103670426615,8.0
-36299.72490509396,60.0
-32157.20886198686,59.0
-25983.59902082399,7.0
-28002.450740549935,67.0
-27742.498316799232,26.0
-40991.725967182705,21.0
-21809.038504240747,17.0
-27981.08603099941,49.0
-27041.076987555683,53.0
-20766.907040364873,56.0
-43754.57933961894,40.0
-23020.056423572118,25.0
-18869.62152454524,51.0
-18791.119870935752,39.0
-40035.14854689349,11.0
-25292.251078682697,40.0
-25098.134577456258,50.0
-25105.24499564961,18.0
-25230.816032840543,29.0
-25242.33300092978,48.0
-25331.51794444347,70.0
-21186.555266040734,25.0
-33323.28420381904,21.0
-23462.846340739154,65.0
-18560.508043414284,10.0
-34555.46250174875,45.0
-37693.61697098764,50.0
-28161.307383400548,25.0
-19030.653070475753,43.0
-25931.529882899275,4.0
-34726.21296663547,71.0
-22418.45676830732,31.0
-24521.39029027178,76.0
-26999.024097082514,10.0
-31893.20399913025,14.0
-27919.412735952086,26.0
-17879.31468250421,16.0
-17004.5905799848,37.0
-31664.633805896232,9.0
-23310.0389464842,58.0
-33525.50763672563,34.0
-29131.344449753244,77.0
-31896.16893586107,37.0
-19573.37900883738,18.0
-24954.287191558502,52.0
-17354.429835774015,68.0
-26661.66913500566,18.0
-22094.585894157033,11.0
-33358.36918324258,58.0
-24491.28113951944,43.0
-34451.79832946583,72.0
-31392.953061162778,40.0
-32402.380283679715,51.0
-22331.218807663678,53.0
-27248.818440698335,60.0
-30811.85883423149,27.0
-19725.59149856637,32.0
-21318.39646352954,47.0
-37314.0277278998,0.0
-19674.914036468763,21.0
-40885.313901777365,17.0
-18872.999978907184,33.0
-31202.285597569527,17.0
-30400.111143167378,24.0
-30081.106970083754,59.0
-30488.464057644735,56.0
-15490.056988036551,60.0
-21983.627499766637,46.0
-27306.171692262047,11.0
-36053.112605268,12.0
-39763.92542930714,31.0
-19479.368247020044,24.0
-23151.457558948314,53.0
-29506.931808202036,51.0
-17986.265321286304,30.0
-22991.44163555829,18.0
-28760.109928256203,43.0
-26336.725412039807,56.0
-37431.87739558221,6.0
-25695.7207615082,30.0
-18383.645228657242,52.0
-24802.67174255487,3.0
-28045.064063314647,54.0
-19579.228036671146,82.0
-37084.53632937566,53.0
-24857.233895799192,42.0
-20221.01350100913,34.0
-18229.282694979076,5.0
-41001.87737711928,38.0
-34556.9489680696,4.0
-17582.419621592224,53.0
-31806.16890364982,54.0
-27301.241367072234,31.0
-19947.15506558495,31.0
-16546.17874700238,79.0
-24877.644786653393,11.0
-20029.711106870243,26.0
-32833.318596606594,72.0
-28613.620609406054,1.0
-23252.312130356535,67.0
-36184.59037891701,56.0
-32844.79638356106,72.0
-30306.64273571282,28.0
-29108.946211079383,59.0
-25016.093078483864,57.0
-35524.00593887235,48.0
-24353.45968812287,23.0
-21194.065038035573,18.0
-20615.34509428823,48.0
-43455.12287784708,54.0
-26080.573377855824,62.0
-27042.80083313075,33.0
-20599.67866490389,72.0
-28742.851704631008,66.0
-19241.467675369677,35.0
-30663.040062869055,29.0
-37126.16860506839,25.0
-30108.41530814822,22.0
-23158.83627042056,48.0
-18046.72132666158,49.0
-27760.843690800644,46.0
-37211.872966231895,50.0
-37038.18567303981,41.0
-26398.152025829433,24.0
-30513.31556178299,22.0
-26408.554212997005,25.0
-38308.24666169395,37.0
-29094.149559233007,31.0
-35488.98524390468,20.0
-16554.962112707195,54.0
-36589.94050293675,59.0
-33196.59948863571,48.0
-16383.6672693751,50.0
-27868.691311743052,55.0
-29615.70566771878,9.0
-23950.49070815456,55.0
-19924.547469023433,36.0
-25209.947540426016,30.0
-16825.827842108505,52.0
-25694.85128942706,56.0
-35169.03768638949,44.0
-39627.118916492866,28.0
-37735.91259028026,8.0
-29091.890913813266,55.0
-33374.34692226684,8.0
-36475.552349075166,29.0
-33829.67365340795,48.0
-22789.95445286185,55.0
-28048.57156611415,37.0
-30857.388760443537,55.0
-18223.463997349474,69.0
-35772.76619593957,49.0
-16677.207451037128,34.0
-26417.454311018988,57.0
-27234.020430700803,57.0
-28006.237805882054,41.0
-20898.152553982927,53.0
-31577.933279423283,24.0
-24836.379488457813,72.0
-25909.38432751547,79.0
-30675.928220032056,22.0
-36570.979312302545,15.0
-24438.075309660744,63.0
-39287.30463436893,66.0
-27298.970235237357,19.0
-20230.714940671533,26.0
-35052.70696093602,47.0
-26838.41079513389,27.0
-22344.794100960273,49.0
-27764.796466146974,39.0
-28303.274179758395,37.0
-18553.29856578749,56.0
-18628.26199835572,31.0
-19983.093434824244,27.0
-20451.499291508924,6.0
-25214.72551765063,12.0
-34603.29664097371,24.0
-21347.54672186653,50.0
-30466.40834745839,23.0
-29276.27642917108,56.0
-35553.186552471205,50.0
-31587.11617622617,18.0
-27444.533755975353,53.0
-18678.975633894952,26.0
-18172.241456070795,52.0
-19450.197465745143,33.0
-22291.268242946735,45.0
-22181.471985415585,59.0
-18850.798966812905,51.0
-21444.599529206025,27.0
-22951.830136142893,53.0
-20096.186975441946,32.0
-32874.949847814874,50.0
-33036.327302688784,62.0
-27449.360850663445,16.0
-28225.532310570026,2.0
-41762.50200157755,41.0
-26583.59785504487,12.0
-38527.3781662721,58.0
-37851.70650733116,48.0
-28758.056536865595,4.0
-20572.119606310895,49.0
-33654.05076140372,14.0
-27096.41280734649,15.0
-33514.31361472868,15.0
-39520.26990484316,2.0
-21307.941936226634,71.0
-37024.60915744817,14.0
-32567.463232558628,40.0
-26397.556537941935,29.0
-35151.54748872912,19.0
-18409.4990315619,68.0
-27901.012891961334,10.0
-23728.57585949292,48.0
-26623.40943935291,12.0
-23487.02463007455,25.0
-20096.076730111523,36.0
-19588.44306076969,17.0
-24002.525657978706,54.0
-26198.34251605327,12.0
-18240.543079235045,70.0
-23586.127576233564,34.0
-20699.955004188654,29.0
-29258.632263772073,67.0
-32242.868869999787,5.0
-29126.87905210197,63.0
-31660.634583535382,41.0
-26761.05017275331,26.0
-27525.895733832047,41.0
-21571.669700776634,27.0
-33078.64754185851,37.0
-26260.547410175437,13.0
-38035.650013492304,18.0
-18685.946867340735,14.0
-29077.974309177232,33.0
-37034.53491377889,56.0
-25840.57651579725,11.0
-23759.839453945708,37.0
-28872.359310484633,59.0
-34362.38816283197,27.0
-38689.02647502316,67.0
-37038.60299303426,86.0
-35945.387690713615,57.0
-35440.52420383693,40.0
-39251.30837296835,39.0
-33690.02405960333,15.0
-24292.819097253985,8.0
-26066.48300008927,60.0
-35948.23837323687,13.0
-31816.692341136168,84.0
-35627.90119702404,18.0
-33177.11130686807,74.0
-20311.941093750218,14.0
-24847.302796280666,59.0
-18921.628577719897,2.0
-29231.697585735506,59.0
-17571.955414536933,35.0
-21175.23110728828,31.0
-30321.24245618291,46.0
-18853.717438598374,22.0
-21881.036538142427,22.0
-30836.18759420702,27.0
-31205.83388692302,58.0
-27077.96090105723,25.0
-35273.96156186107,22.0
-17723.585985623926,29.0
-37607.080618810636,8.0
-36376.15656733411,69.0
-20870.330782898418,50.0
-17141.485132734986,31.0
-39669.12522201438,32.0
-23240.828481820623,32.0
-25922.86570199395,8.0
-31212.69658191607,43.0
-17684.007096872694,46.0
-17508.269977033928,83.0
-22511.338008650815,25.0
-36895.61822257581,39.0
-38756.82122048196,20.0
-32210.80941922052,54.0
-36774.80929746806,68.0
-17498.891200079473,79.0
-24446.17445048764,33.0
-24860.883238846876,43.0
-35079.47679772045,3.0
-28697.848717207875,30.0
-21772.830736667136,18.0
-24379.09535620168,28.0
-44587.242128036174,45.0
-29292.332674789614,12.0
-20215.477355601593,12.0
-22893.122287112397,10.0
-21291.930720155342,60.0
-32956.651121336196,11.0
-24010.315702898715,51.0
-28700.506399274476,66.0
-36002.436221984724,24.0
-28844.643560679735,6.0
-33793.99088843771,41.0
-31461.668398485013,53.0
-21598.15800026396,27.0
-32469.525723686784,35.0
-37482.255044478625,82.0
-23473.283815393486,31.0
-30133.887312950756,61.0
-29089.782134383742,26.0
-39369.33667706349,42.0
-34552.755180607055,9.0
-31550.68924842005,22.0
-36734.68807445043,11.0
-30939.25938560304,24.0
-30014.46249578555,33.0
-36564.267272106474,26.0
-16469.96633906059,78.0
-25608.050933250335,24.0
-24020.54734228613,33.0
-17847.50320594445,55.0
-36684.81816601902,33.0
-31650.27776441199,2.0
-24104.73429028736,76.0
-32806.25192687048,25.0
-18275.719340116135,28.0
-28450.34585156053,3.0
-16720.36477159849,45.0
-39122.01018785131,44.0
-33563.97789463693,74.0
-39719.51578242545,19.0
-24597.457691609183,17.0
-30664.608471598305,81.0
-23512.72125848062,64.0
-32910.644807298595,22.0
-20727.551917629622,61.0
-29520.93635025861,59.0
-33407.83448762901,18.0
-35709.107273668604,39.0
-16879.368237886432,39.0
-38125.7036242026,26.0
-22691.66481445797,24.0
-26252.906027174173,59.0
-28898.29263675008,8.0
-25455.066168450074,63.0
-16657.69877547396,69.0
-32435.228504618244,49.0
-29632.109129503,33.0
-30045.29238748677,42.0
-17912.228352823484,44.0
-25985.88517407491,83.0
-20080.741541226398,63.0
-25673.675951382473,72.0
-18039.297306208246,14.0
-19837.198987977557,64.0
-21381.49714109364,8.0
